OSKMcMycOpen,BSGMcMycOpen,GETMcMycOpen,GETME_EScMycOpen,GETME_TScMycOpen,OSKMcMycClose,BSGMcMycClose,GETMcMycClose,GETME_EScMycClose,GETME_TScMycClose
Dkc1,Hist1h2af,Eci1,Elk3,Eda,Slc35e4,,Gyltl1b,Kpna2,Irf8
Dkk2,Hist1h4i,Ecsit,Elk4,Edf1,Slc35g1,,H2-Bl,Kremen1,Irgm1
Dlat,Hivep1,Ect2,Ell2,Edil3,Slc38a10,,H2-Eb1,Krr1,Irs2
Dlc1,Hivep2,Edem1,Elmo1,Ednrb,Slc38a4,,H2-M3,Krt7,Irx1
Dlg1,Hk2,Edem3,Elmod1,Eea1,Slc39a10,,H2-T23,L2hgdh,Irx2
Dlg4,Hmga2,Edf1,Elovl1,Eef1b2,Slc39a8,,H2-T24,Lair1,Isg15
Dlgap1,Hmgb1,Edil3,Elovl5,Eef1e1,Slc41a2,,H2afy,Lama1,Isg20
Dlgap4,Hmgn1,Ednra,Elovl7,Eef1g,Slc41a3,,H3f3a,Lama2,Isl1
Dll1,Hmgn2,Ednrb,Elp2,Eef2k,Slc4a3,,Habp4,Lama3,Ism1
Dll3,Hmgxb3,Eea1,Elp3,Eepd1,Slc7a1,,Hal,Lama4,Itga2
Dlx2,Hmgxb4,Eef1a1,Emb,Efemp1,Slc7a8,,Hand1,Lamb1,Itga4
Dmrt2,Hmox1,Eef1b2,Emc6,Efna1,Slc9a1,,Hapln1,Lamc1,Itga8
Dmxl2,Hn1,Eef1d,Emg1,Efna3,Slit2,,Has2,Lamc2,Itgb1
Dna2,Hn1l,Eef1g,Eml2,Efna5,Slitrk5,,Hat1,Lamc3,Itgb2
Dnaaf2,Hnf1a,Eef2,Eml4,Efnb2,Slitrk6,,Haus4,Laptm4a,Itgb3
Dnaja4,Hnrnpa0,Eefsec,Emp1,Egfl7,Smad6,,Hbegf,Laptm4b,Itm2b
Dnajb11,Hnrnpa1,Efcab14,Emp3,Egflam,Smad7,,Hcn1,Laptm5,Itpkc
Dnajb14,Hnrnpa3,Efemp2,Enc1,Egfr,Smad9,,Hdac9,Large,Itpr2
Dnajb2,Hnrnpab,Efna1,Endod1,Egln1,Smarca2,,Hdlbp,Lbh,Itpripl2
Dnajb4,Hnrnpd,Efna3,Endog,Egln3,Smc2,,Heatr1,Lclat1,Itsn1
Dnajb5,Hnrnph1,Efna5,Endov,Egr1,Smim14,,Heatr5a,Lcp1,Itsn2
Dnajc1,Hnrnpl,Efnb2,Eng,Egr2,Snai1,,Hebp2,Ldlrad4,Ivl
Dnajc10,Hnrnpm,Efs,Enkd1,Egr3,Snai2,,Hecw1,Ldlrap1,Ivns1abp
Dnajc11,Hnrnpr,Eftud2,Eno3,Ehbp1l1,Snap29,,Hecw2,Ldoc1l,Jag1
Dnajc12,Hnrnpu,Egfl6,Enox1,Ehd2,Snrpg,,Herc2,Lgals9,Jak1
Dnajc14,Hnrnpul1,Egfl7,Enthd1,Ehd3,Sntb1,,Herpud2,Lhfp,Jak2
Dnajc15,Homer1,Egfr,Entpd6,Ehd4,Sntb2,,Hes1,Lhfpl2,Jarid2
Dnajc16,Hook2,Egln1,Eomes,Ehhadh,Snx13,,Hes6,Limch1,Jazf1
Dnajc18,Hopx,Egln3,Ep300,Ei24,Snx16,,Hexa,Lims1,Jun
Dnajc19,Hp1bp3,Egr1,Epb4.1,Eid1,Sorbs1,,Hey2,Lingo2,Kalrn
Dnajc2,Hprt,Egr2,Epb4.1l2,Eid2,Sorcs1,,Hgf,Litaf,Kank4
Dnajc21,Hps3,Egr3,Epb4.1l3,Eid2b,Sorl1,,Hgsnat,Lman1,Kansl1l
Dnajc25,Hps5,Ehbp1l1,Epb4.1l4a,Eif1,Sowaha,,Hhex,Lmcd1,Kat6b
Dnajc3,Hs2st1,Ehd2,Epb4.1l4b,Eif1ad,Sowahb,,Hibch,Lmnb1,Katnal1
Dnajc5,Hs3st3a1,Ehd3,Epb4.1l5,Eif1b,Sox11,,Hic1,Lmo4,Kbtbd8
Dnajc6,Hs6st1,Ehd4,Epc1,Eif2a,Sox2,,Hic2,Lnx2,Kcna1
Dnajc8,Hsd17b12,Ehhadh,Epg5,Eif2ak1,Sox21,,Hif1a,Lonrf2,Kcna3
Dnajc9,Hsdl1,Ei24,Epha3,Eif2b1,Sox4,,Hipk1,Lonrf3,Kcna6
Dnase2a,Hsf1,Eid1,Epha4,Eif2b3,Sp9,,Hipk2,Lor,Kcnab1
Dnlz,Hsp90aa1,Eid2,Epha7,Eif2b4,Spag5,,Hipk3,Lox,Kcnb2
Dnm1,Hsp90b1,Eid2b,Ephb3,Eif2b5,Spata31d1b,,Hivep1,Loxl4,Kcnc3
Dnm2,Hspa1b,Eif1,Ephb4,Eif2s3x,Specc1,,Hivep2,Lpar1,Kcnc4
Dnmbp,Hspa4,Eif1ad,Ephb6,Eif3f,Specc1l,,Hk2,Lpcat3,Kcnd2
Dnmt1,Hspa4l,Eif1b,Eprs,Eif3g,Spock2,,Hlf,Lpgat1,Kcne4
Dnmt3b,Hspa5,Eif2a,Eps15,Eif3h,Sppl3,,Hlx,Lpin2,Kcnip2
Dnph1,Hspd1,Eif2b1,Eps8,Eif3i,Spred2,,Hmcn1,Lpl,Kcnj15
Dock10,Hspe1,Eif2b3,Erbb2,Eif3k,Spry2,,Hmga2,Lpp,Kcnj2
Dock11,Hspg2,Eif2b4,Erc2,Eif3l,Spry4,,Hmgcr,Lpxn,Kcnk1
Dock3,Hsph1,Eif2b5,Ercc2,Eif3m,Sptb,,Hnrnph1,Lrch1,Kcnk13
Dock7,Htra2,Eif2s3x,Ercc5,Eif4a1,Srbd1,,Homer2,Lrig1,Kcnk2
Dock8,Hunk,Eif3f,Ereg,Eif4a3,Srf,,Homez,Lrig3,Kcnq4
Dock9,Hus1,Eif3g,Erg,Eif4e2,Srgap1,,Hook3,Lrmp,Kcnt2
Dok1,Hyal2,Eif3h,Ergic1,Eif4ebp2,Srgap2,,Hoxa1,Lrp1,Kctd10
Dok4,Hyou1,Eif3i,Erlin2,Eif4g2,Ssfa2,,Hoxb13,Lrp12,Kctd21
Dok5,Iars,Eif3l,Ermp1,Eif4g3,Ssh3,,Hoxc13,Lrp2,Kctd8
Dolk,Iars2,Eif4a2,Ern1,Eif5a2,St3gal1,,Hpcal1,Lrp4,Kdelc2
Dopey1,Iba57,Eif4b,Ero1l,Elac2,Stab2,,Hpgd,Lrp6,Kdm2a
Dopey2,Ibtk,Eif4e3,Erp29,Elavl3,Stam,,Hpgds,Lrpprc,Kdm3b
Dpf1,Icam5,Eif4ebp2,Errfi1,Elf1,Stam2,,Hrh1,Lrrc16a,Kdm6a
Dph5,Ick,Eif4g2,Erv3,Elfn1,Stard13,,Hs2st1,Lrrc17,Kdr
Dpp4,Icmt,Eif4g3,Esco2,Elk3,Stat2,,Hs3st1,Lrrc32,Khdrbs3
Dpp6,Id2,Eif5a,Esf1,Elk4,Stim2,,Hs3st5,Lrrc3b,Kidins220
Dpp7,Id3,Eif5a2,Espn,Elmo1,Stk10,,Hsd17b12,Lrrc4,Kif13b
Dpp8,Idh2,Elac2,Esrp2,Elmod1,Stk11,,Hsd17b7,Lrrc40,Kif15
Dpp9,Idh3a,Elf1,Esrra,Elovl1,Stk17b,,Hsd3b6,Lrrc4c,Kif16b
Dpy19l1,Ier2,Elf2,Esyt1,Elovl5,Stk38,,Hsp90ab1,Lrrc58,Kif18a
Dpy30,Ier5l,Elf3,Etfa,Elovl7,Stk39,,Hspa13,Lrrc7,Kif21a
Dpysl4,Ifi30,Elfn1,Etl4,Elp2,Stmn2,,Hspa1b,Lrrfip1,Kif23
Dpysl5,Ifnar1,Elk3,Etnk2,Emb,Ston2,,Hspa5,Lrrfip2,Kif26b
Dram1,Ifnar2,Elk4,Ets1,Emc10,Strip2,,Hspe1,Lrrk2,Kif2c
Dram2,Ifrd2,Ell2,Ets2,Emc4,Strn3,,Htr1b,Lrrn1,Kirrel3
Drap1,Ift57,Elmo1,Etv1,Emc6,Sub1,,Htr2a,Lrrn3,Kitl
Drosha,Ift88,Elmod1,Etv2,Emg1,Suclg2,,Htr2b,Lrrtm1,Klc2
Dscc1,Igdcc4,Elovl1,Etv4,Eml2,Sumf1,,Hunk,Lrtm2,Klf10
Dscr3,Igf1r,Eml2,Etv5,Emp1,Sumf2,,Hus1,Lsg1,Klf12
Dse,Igf2bp1,Eml4,Eva1a,Emp3,Sun2,,Iars,Lsm3,Klf13
Dsg2,Igf2bp2,Emp1,Ewsr1,En1,Suox,,Iars2,Ltbp1,Klf3
Dsn1,Igf2bp3,Emp3,Exoc3l4,Enc1,Supt3,,Ica1,Ltc4s,Klf4
Dsp,Igfbp3,Emx2,Exoc6,Endod1,Suv39h1,,Ica1l,Lurap1l,Klf5
Dstn,Igfbp4,Enc1,Exoc6b,Endog,Suz12,,Id2,Ly86,Klf6
Dtd1,Ighmbp2,Endod1,Exosc4,Eno3,Sv2b,,Id4,Ly9,Klf7
Dtd2,Igsf9,Endog,Exosc5,Enox1,Sybu,,Ide,Lyn,Klhdc10
Dtl,Il15ra,Engase,Exosc7,Enpp3,Syne1,,Ido2,Lypla1,Klhl30
Dtna,Il17d,Enkd1,Exosc8,Entpd6,Synpo2,,Ier2,Lyrm4,Klhl5
Dtnbp1,Il17rd,Eno3,Ext1,Eomes,Sypl2,,Ier3,Lyrm7,Klhl6
Dtwd1,Il4ra,Eno4,Ext2,Ep300,Tab2,,Ier5,Lyst,Klhl8
Dtx4,Il6ra,Enox1,Extl2,Ep400,Tacc1,,Ifi202b,Mab21l2,Klhl9
Dtymk,Ilk,Enpp1,Extl3,Epb4.1,Taf5l,,Ifi204,Macf1,Kng2
Dus1l,Ilkap,Entpd6,Eya1,Epb4.1l1,Taldo1,,Ifi35,Mad2l1,Knop1
Dus4l,Immp2l,Eomes,Eya4,Epb4.1l2,Tamm41,,Ifi44,Maf,Kpna2
Dusp1,Imp3,Ep300,Ezh2,Epb4.1l3,Tanc2,,Ifih1,Magi2,Kremen1
Dusp10,Impdh2,Epas1,F13a1,Epb4.1l4a,Tank,,Ifit1,Mak16,Krr1
Dusp11,Inadl,Epb4.1,F2r,Epb4.1l4b,Tapbp,,Ifitm3,Maml2,Krt7
Dusp12,Inf2,Epb4.1l2,F2rl1,Epb4.1l5,Tapt1,,Ifitm6,Man1a,L2hgdh
Dusp14,Ing1,Epb4.1l3,F3,Epc1,Tars2,,Ifngr1,Man1c1,L3mbtl3
Dusp15,Ing2,Epb4.1l4a,Faah,Epg5,Tbc1d16,,Ifnlr1,Man2a1,Lair1
Dusp23,Ing3,Epb4.1l4b,Fabp3,Epha3,Tbc1d23,,Ifrd1,Man2b2,Lama1
Dusp3,Ino80,Epb4.1l5,Fadd,Epha4,Tbx2,,Igf1,Manea,Lama2
Dusp4,Inpp5a,Epc1,Fads3,Epha7,Tbx20,,Igf1r,Manf,Lama3
Dusp5,Inpp5b,Epc2,Faf2,Ephb3,Tbx21,,Igf2,Map1b,Lama4
Dusp6,Inpp5f,Epg5,Fahd1,Ephb4,Tbxas1,,Igf2bp3,Map2,Lamb1
Dusp7,Inppl1,Epha2,Fam101b,Ephb6,Tcf20,,Igfbp2,Map2k6,Lamc1
Dusp8,Insig1,Epha3,Fam102a,Epn2,Tcf7l1,,Igfbp3,Map3k1,Lamc2
Dusp9,Insm1,Epha4,Fam105a,Epor,Tcf7l2,,Igfbp4,Map3k13,Lancl2
Dut,Insr,Epha5,Fam107b,Eprs,Tead1,,Igsf10,Map3k2,Laptm4a
Dvl1,Ints5,Epha7,Fam110b,Eps15,Tenm4,,Igsf3,Map3k3,Laptm4b
Dvl3,Ints7,Ephb3,Fam114a1,Eps8,Tes,,Igsf6,Map3k5,Laptm5
Dync1h1,Ip6k2,Ephb4,Fam114a2,Ept1,Tet2,,Ikbip,Map3k7,Large
Dync1li2,Ipmk,Ephb6,Fam117a,Erap1,Tex15,,Ikzf2,Map3k8,Lbh
Dynll2,Ipo13,Epm2aip1,Fam120c,Erbb2,Tfap2a,,Il10ra,Map4k3,Lbr
Dyrk2,Ipo4,Eps15,Fam122a,Erbb2ip,Tfap2c,,Il10rb,Map4k4,Lclat1
Dyrk3,Ipo9,Eps8,Fam126a,Erc2,Tfap4,,Il15,Map6,Lcp1
Dysf,Ipp,Epsti1,Fam129b,Ercc2,Tfec,,Il15ra,Map7,Ldlrad4
Dzip1l,Iqsec1,Erbb2,Fam132b,Ercc5,Tfpi,,Il17d,Mapk11,Ldlrap1
E030030I06Rik,Irak1,Erbb2ip,Fam136a,Erg,Tgfb2,,Il17rd,Mar-01,Ldoc1l
E130012A19Rik,Irak1bp1,Erc2,Fam13b,Eri3,Tgfb3,,Il18,Mars2,Lemd2
E130308A19Rik,Irf1,Ercc2,Fam159b,Ermp1,Tgfbr2,,Il1rap,Masp1,Lgals9
E130309D02Rik,Irf2bp2,Ercc5,Fam160a1,Ero1l,Tgif1,,Il1rl1,Mast4,Lgr4
E2f2,Irgm1,Ercc6,Fam160b1,Erp29,Thada,,Il1rl2,Mbd5,Lhfp
E330009J07Rik,Isg15,Erg,Fam161a,Erv3,Thap3,,Il31ra,Mbnl1,Lhfpl2
E330020D12Rik,Isg20l2,Ermp1,Fam162a,Esam,Thbs3,,Il33,Mbnl2,Lifr
Eaf1,Isyna1,Ern1,Fam168a,Esco2,Thra,,Il34,Mbnl3,Lima1
Ears2,Itfg2,Ero1l,Fam169a,Esf1,Thsd1,,Il6st,Mbp,Lims1
Ebf3,Itga6,Erp29,Fam171a1,Espn,Thsd7a,,Il7r,Mcc,Lin28b
Ecd,Itgb1,Erv3,Fam171a2,Esrp2,Tjp1,,Ildr2,Mcph1,Lin7a
Ece1,Itgb3bp,Esam,Fam171b,Esrra,Tjp2,,Ilf3,Mctp1,Lingo2
Echdc2,Itpk1,Esco2,Fam174b,Esyt1,Tjp3,,Immp2l,Mdfic,Litaf
Echdc3,Itpkc,Esd,Fam175a,Etfa,Tle1,,Impa2,Mecom,Lman1
Echs1,Itpr3,Espl1,Fam184a,Etl4,Tle4,,Inadl,Med13,Lmcd1
Eci1,Jag2,Espn,Fam185a,Etnk2,Tll1,,Inhba,Med13l,Lmnb1
Ecsit,Jak2,Esr1,Fam189a2,Ets1,Tm2d3,,Inhbb,Med30,Lmo4
Ect2,Jarid2,Esrp2,Fam195a,Ets2,Tm4sf1,,Ino80b,Mef2a,Lmo7
Eda,Jmjd6,Etfb,Fam195b,Etv1,Tmbim6,,Ino80d,Mef2c,Lonrf2
Edem1,Jph1,Etl4,Fam196a,Etv2,Tmcc1,,Inpp1,Megf10,Lox
Edf1,Jtb,Etnk2,Fam198b,Etv6,Tmed2,,Inpp4b,Megf9,Loxl4
Edil3,Jun,Ets1,Fam19a5,Eva1a,Tmeff2,,Inpp5a,Meis1,Lpar1
Edn1,Jund,Ets2,Fam20c,Evc2,Tmem107,,Inpp5d,Meis2,Lpgat1
Eea1,Kansl1,Etv1,Fam210a,Evl,Tmem135,,Insig1,Melk,Lpin2
Eef1a1,Kansl2,Etv2,Fam213a,Exoc3l4,Tmem167b,,Insig2,Mertk,Lpl
Eef1b2,Kars,Etv4,Fam216a,Exoc6b,Tmem194,,Ints4,Mesdc1,Lpp
Eef1g,Kat2a,Etv5,Fam217b,Exosc1,Tmem194b,,Ints9,Mesdc2,Lpxn
Eef2k,Kat6a,Etv6,Fam222b,Exosc4,Tmem38b,,Invs,Mettl13,Lrch1
Eefsec,Katna1,Eva1a,Fam43a,Exosc5,Tmem62,,Ipmk,Mettl17,Lrig1
Efcab2,Katnal1,Eva1c,Fam46a,Exosc7,Tmem97,,Ipo11,Mettl7a1,Lrig3
Efemp2,Kazn,Evc2,Fam53b,Exosc8,Tmf1,,Iqgap1,Mettl8,Lrmp
Efhd1,Kbtbd4,Exo1,Fam57a,Exosc9,Tmpo,,Iqsec1,Mex3b,Lrp1
Efhd2,Kcmf1,Exo5,Fam57b,Ext1,Tnfrsf10b,,Irak1bp1,Mex3d,Lrp12
Efna2,Kcnj4,Exoc3l4,Fam58b,Ext2,Tnfrsf11b,,Irf2bp2,Mfap3,Lrp2
Efna3,Kcnq5,Exoc6b,Fam60a,Extl3,Tnfrsf13c,,Irf6,Mfap3l,Lrp6
Efnb1,Kctd1,Exoc8,Fam63b,Eya1,Tnfsf11,,Irf8,Mfge8,Lrpprc
Efnb2,Kctd15,Exosc4,Fam64a,Eya4,Tnik,,Irx1,Mfhas1,Lrrc16a
Egfl6,Kctd21,Exosc5,Fam65a,Ezh2,Tnip3,,Irx2,Mfi2,Lrrc17
Egfr,Kctd6,Exosc7,Fam65b,F13a1,Tnks1bp1,,Isl1,Mfsd1,Lrrc3
Egln3,Kdelr2,Exosc8,Fam65c,F2r,Tnpo1,,Ism1,Mfsd2a,Lrrc32
Egr1,Kdm2a,Exph5,Fam69b,F3,Tnpo2,,Ism2,Mfsd6,Lrrc3b
Egr2,Kdm2b,Ext1,Fam73a,Faah,Tnrc18,,Isyna1,Mgat4a,Lrrc4
Egr3,Kdm3a,Extl2,Fam76a,Fabp3,Tns3,,Itga2,Mical2,Lrrc40
Egr4,Kdm3b,Eya1,Fam78b,Fadd,Tomm20,,Itga4,Micalcl,Lrrc49
Ehbp1l1,Kdm4c,Eya4,Fam83d,Fads1,Tomm7,,Itgam,Mipep,Lrrc4c
Ehd1,Kdm5a,Ezh2,Fam83f,Fads3,Top2a,,Itgav,Mis18bp1,Lrrc58
Ehd2,Kdm6b,Ezr,Fam84a,Faf2,Tor3a,,Itgb1,Mki67,Lrrc7
Ehd3,Kdsr,F13a1,Fam84b,Fam101b,Tpk1,,Itgb2,Mkl2,Lrrfip1
Ehf,Keap1,F2r,Fancd2,Fam102a,Tpm1,,Itgb8,Mknk1,Lrrfip2
Ehhadh,Khsrp,F2rl1,Fance,Fam105a,Tra2b,,Itih2,Mkrn1,Lrrk2
Ehmt1,Kidins220,F3,Fap,Fam107b,Trabd2b,,Itih5,Mlf1,Lrrn1
Ei24,Kif16b,F8a,Farp1,Fam110b,Trerf1,,Itm2b,Mlh1,Lrrn2
Eid1,Kif20a,Faah,Fars2,Fam114a1,Trio,,Itpr2,Mlkl,Lrrn3
Eif1ad,Kif21a,Fabp3,Farsa,Fam114a2,Trmt5,,Itpripl2,Mllt11,Lrrtm1
Eif1ax,Kif26b,Fadd,Fastkd2,Fam117a,Trp53i11,,Itsn1,Mllt4,Lrrtm3
Eif2ak4,Kifc1,Fads1,Fastkd5,Fam118b,Tsc22d1,,Itsn2,Mmachc,Lrtm2
Eif2b5,Kifc5b,Fads3,Fat1,Fam120c,Tsc22d3,,Ivd,Mmd,Lsg1
Eif2d,Klc2,Fahd1,Fat3,Fam122a,Tshz1,,Ivl,Mme,Lsm10
Eif2s3x,Klf10,Fam101b,Fbl,Fam124a,Tspan2,,Ivns1abp,Mmp12,Lsm14a
Eif3i,Klf11,Fam102a,Fblim1,Fam126a,Tspan3,,Jag1,Mmp16,Lsm3
Eif3k,Klf12,Fam102b,Fbln2,Fam129b,Tspan8,,Jag2,Mms22l,Lta4h
Eif4a1,Klf13,Fam105a,Fbn1,Fam132b,Tspan9,,Jak1,Mnd1,Ltbp1
Eif4b,Klf15,Fam107b,Fbn2,Fam134a,Ttc17,,Jak2,Mnda,Ltc4s
Eif4ebp2,Klf16,Fam110b,Fbxl17,Fam136a,Ttc19,,Jam2,Mob3c,Lurap1l
Eif4enif1,Klf3,Fam114a1,Fbxl5,Fam13a,Ttll3,,Jam3,Mocos,Ly86
Eif4g3,Klf4,Fam114a2,Fbxl7,Fam13b,Ttll7,,Jarid2,Mocs1,Ly9
Eif5a2,Klf5,Fam117a,Fbxo11,Fam159b,Ttpal,,Jazf1,Morc2a,Lyn
Elac2,Klhdc1,Fam120a,Fbxo17,Fam160a1,Ttyh1,,Josd1,Morc3,Lypla1
Elf1,Klhdc2,Fam120c,Fbxo25,Fam160a2,Ttyh3,,Jph4,Morc4,Lyplal1
Elf2,Klhdc4,Fam122a,Fbxo27,Fam160b1,Tube1,,Jun,Moxd1,Lyrm4
Elfn1,Klhdc8a,Fam124a,Fbxo32,Fam161a,Tusc1,,Kalrn,Mpdz,Lyrm7
Elk3,Klhl15,Fam129a,Fbxo38,Fam162a,Tusc3,,Kank1,Mpeg1,Lyst
Ell2,Klhl2,Fam129b,Fbxo4,Fam168a,Twsg1,,Kank4,Mpi,Mab21l1
Ell3,Klhl21,Fam132a,Fbxo42,Fam169a,Uba6,,Kansl1,Mpp3,Mab21l2
Elovl1,Klhl22,Fam132b,Fbxo5,Fam171a1,Uba7,,Kansl1l,Mpp6,Macf1
Elovl5,Klhl23,Fam136a,Fbxo7,Fam171a2,Ubac1,,Kat6b,Mpp7,Mad1l1
Elovl6,Klhl24,Fam13a,Fbxw11,Fam174b,Ubash3b,,Katnal1,Mprip,Mad2l1
Elovl7,Klhl42,Fam13b,Fbxw5,Fam175a,Ube2c,,Kbtbd11,Mpv17l,Maf
Elp2,Klhl7,Fam159b,Fcgr4,Fam184a,Ube2r2,,Kcna1,Mras,Magi2
Elp3,Klhl8,Fam160a1,Fcho1,Fam185a,Ube2s,,Kcna3,Mreg,Magi3
Emc3,Klhl9,Fam160a2,Fdx1,Fam189a2,Ube2w,,Kcnab1,Mrpl15,Mak16
Emc7,Kpna4,Fam160b1,Fdxacb1,Fam195a,Ubqln4,,Kcnc3,Mrpl35,Mal2
Eme2,Kpna6,Fam161a,Fdxr,Fam195b,Ubr5,,Kcnd2,Mrpl36,Mamdc2
Emg1,Kras,Fam168a,Fem1a,Fam196a,Ubr7,,Kcnf1,Mrpl39,Maml2
Emilin1,Krcc1,Fam169a,Fem1b,Fam198b,Ubxn6,,Kcnip2,Mrpl42,Man1a
Emilin2,Kremen1,Fam171a1,Fem1c,Fam19a5,Uck2,,Kcnj15,Mrps11,Man1c1
Eml2,Krr1,Fam174b,Fer,Fam20c,Ugcg,,Kcnj2,Mrps22,Man2a1
Eml4,Kti12,Fam175a,Fermt2,Fam210a,Ugt8a,,Kcnk1,Mrps27,Man2b2
Emp3,Ktn1,Fam185a,Fez2,Fam212b,Uhrf1,,Kcnk13,Mrps30,Manea
Emx2,Kxd1,Fam189a2,Fgd2,Fam216a,Umps,,Kcnk2,Mrps6,Map2
En1,L2hgdh,Fam195a,Fgd3,Fam220a,Unc13c,,Kcnt2,Mrps9,Map2k6
Enah,Lactb2,Fam196a,Fgf15,Fam35a,Unc45b,,Kctd1,Ms4a15,Map3k1
Enc1,Lamb1,Fam198b,Fgf2,Fam46a,Unc5d,,Kctd10,Ms4a6c,Map3k13
Endod1,Lamc1,Fam19a5,Fgf5,Fam57b,Upf3b,,Kctd21,Ms4a6d,Map3k14
Engase,Lamtor2,Fam20c,Fgfbp3,Fam60a,Uqcrfs1,,Kdelc2,Msantd4,Map3k2
Enkd1,Lap3,Fam21,Fgfr1,Fam63b,Urb2,,Kdm2a,Msh6,Map3k3
Eno3,Laptm4b,Fam210a,Fgfr1op,Fam65a,Usmg5,,Kdm6b,Msln,Map3k5
Enpp2,Larp1,Fam214b,Fgfr2,Fam65b,Usp25,,Kdr,Msr1,Map3k7
Entpd1,Larp1b,Fam216a,Fgfr3,Fam65c,Usp6nl,,Khdrbs3,Msra,Map3k8
Entpd6,Larp4,Fam219a,Fgfrl1,Fam69b,Usp7,,Kidins220,Msx1,Map3k9
Entpd7,Larp7,Fam220a,Fggy,Fam72a,Ust,,Kif13b,Msx2,Map4k3
Eomes,Lars,Fam222a,Fh1,Fam76a,Utf1,,Kif14,Msx3,Map4k4
Epas1,Lasp1,Fam43a,Fhdc1,Fam81a,Utp18,,Kif15,Mtbp,Map6
Epb4.1,Lats1,Fam45a,Fhl1,Fam83d,Uvrag,,Kif18a,Mtf2,Map7
Epb4.1l1,Lats2,Fam46a,Fhl2,Fam83h,Vamp4,,Kif1a,Mtfp1,Mapk1
Epb4.1l3,Lcor,Fam53b,Fhl3,Fam84a,Vdac1,,Kif21a,Mtfr1l,Mapk11
Epb4.1l4a,Lcorl,Fam57b,Fhod1,Fam84b,Vegfc,,Kif23,Mthfd1l,Mapre2
Epb4.1l4b,Ldb1,Fam60a,Fhod3,Fancd2,Vezf1,,Kif26b,Mtmr10,Mar-01
Epb4.1l5,Ldha,Fam63b,Ficd,Fancm,Vezt,,Kif3c,Mtpn,Mar-01
Epc1,Ldlrad3,Fam65a,Fig4,Fap,Vgll3,,Kif6,Mtr,Mar-08
Epcam,Lef1,Fam65c,Fignl1,Farp1,Vgll4,,Kirrel,Mtx3,Mars2
Epg5,Lekr1,Fam69b,Filip1l,Farsa,Vps13b,,Kirrel3,Murc,Masp1
Epha2,Lemd2,Fam81a,Fkbp10,Farsb,Vps8,,Kitl,Mustn1,Mast1
Epha4,Lemd3,Fam83d,Fkbp11,Fastkd2,Vrk1,,Klf12,Mvb12b,Mast2
Epha5,Leprotl1,Fam84a,Fkbp15,Fastkd5,Vwa2,,Klf3,Mxi1,Mast4
Epha7,Letmd1,Fam84b,Fkbp1b,Fat1,Wasf3,,Klf4,Myc,Matn2
Epha8,Lfng,Fam89b,Fkbp3,Fat3,Wbp1l,,Klf5,Myh10,Max
Ephb3,Lgals1,Fance,Fkbp4,Faxc,Wbscr17,,Klf6,Myh9,Mbd5
Epn2,Lgals7,Fap,Fkbp5,Fbl,Wdfy2,,Klf7,Myl7,Mbnl1
Eps8,Limd1,Farp1,Fkbp9,Fblim1,Wdfy3,,Klhdc8a,Mylip,Mbnl2
Eral1,Limk1,Fars2,Flcn,Fbln1,Wdr35,,Klhl2,Mylk,Mbp
Erbb2,Lin28b,Farsa,Flna,Fbln2,Wdr41,,Klhl28,Mylk2,Mcc
Erbb2ip,Lin9,Farsb,Flnb,Fbn1,Wdr44,,Klhl6,Myo10,Mcf2l
Erbb3,Lingo1,Fastkd1,Flnc,Fbxl14,Wdr5,,Klhl8,Myo16,Mcph1
Erc2,Lingo3,Fastkd2,Flrt2,Fbxl16,Wdr7,,Klhl9,Myo1d,Mctp1
Ercc1,Lins,Fat1,Flrt3,Fbxl17,Wdr74,,Knstrn,Myo5a,Mctp2
Ercc2,Lipt2,Fat3,Flt1,Fbxl18,Wdr82,,Kras,Myo5b,Mdfic
Ercc6,Llph,Fat4,Fmn1,Fbxl5,Wdr86,,Krcc1,Myo9a,Mecom
Ercc8,Lmbr1,Fbl,Fmnl3,Fbxl7,Wee1,,Ksr1,Myo9b,Med13l
Ereg,Lmf1,Fbln2,Fn1,Fbxo11,Wfdc1,,Ky,Myof,Med27
Erg,Lmnb1,Fbxl17,Fnbp1,Fbxo17,Whsc1l1,,L2hgdh,Myom3,Med30
Ergic1,Lmnb2,Fbxl19,Fnbp1l,Fbxo18,Wipf3,,Lage3,Myzap,Medag
Eri1,Lnx2,Fbxl2,Fnbp4,Fbxo21,Wls,,Lama1,N4bp2,Mef2a
Erlec1,Lonp1,Fbxl7,Fndc1,Fbxo22,Wnk1,,Lama2,Nab1,Mef2c
Erlin1,Lonp2,Fbxo11,Fndc3a,Fbxo25,Wnk4,,Lama3,Nabp1,Megf10
Ermp1,Loxl1,Fbxo17,Fndc3b,Fbxo32,Wnt11,,Lama5,Nap1l1,Megf9
Ern1,Lpar5,Fbxo2,Fndc4,Fbxo4,Wsb1,,Lamb1,Nap1l5,Meis1
Ero1lb,Lpcat4,Fbxo25,Fnip1,Fbxo42,Wwox,,Lamc2,Nars2,Meis2
Erp29,Lpgat1,Fbxo32,Fnip2,Fbxo8,Xkr5,,Lamp1,Nat10,Melk
Errfi1,Lpp,Fbxo4,Fntb,Fbxw11,Xpo4,,Lamp2,Nat8l,Meox1
Esco2,Lrch3,Fbxo5,Focad,Fbxw4,Xrn2,,Lancl2,Nav2,Meox2
