OSKMcMycOpen,BSGMcMycOpen,GETMcMycOpen,GETME_EScMycOpen,GETME_TScMycOpen,OSKMcMycClose,BSGMcMycClose,GETMcMycClose,GETME_EScMycClose,GETME_TScMycClose
Phf7,Zfp593,Rab31,Rcor2,Psip1,,,,,
Phlda3,Zfp609,Rab32,Rdm1,Pskh1,,,,,
Phldb1,Zfp619,Rab34,Rdx,Psma1,,,,,
Phldb2,Zfp62,Rab38,Reep1,Psma7,,,,,
Phldb3,Zfp622,Rab39b,Reep3,Psmb10,,,,,
Phox2a,Zfp639,Rab3a,Reep4,Psmb3,,,,,
Phpt1,Zfp644,Rab3c,Reep5,Psmb7,,,,,
Phtf2,Zfp647,Rab3gap1,Reep6,Psmc2,,,,,
Phyhipl,Zfp651,Rab3gap2,Rela,Psmd12,,,,,
Picalm,Zfp652,Rab40c,Relb,Psmd5,,,,,
Pick1,Zfp664,Rab43,Reln,Psmd7,,,,,
Pid1,Zfp668,Rab5a,Relt,Psme4,,,,,
Piezo1,Zfp687,Rab6a,Rer1,Psmg1,,,,,
Piezo2,Zfp689,Rab6b,Rest,Psmg3,,,,,
Pif1,Zfp703,Rab7,Rev1,Psmg4,,,,,
Pigc,Zfp704,Rab8a,Rfc1,Pspc1,,,,,
Pigk,Zfp710,Rab8b,Rfc5,Psrc1,,,,,
Pigl,Zfp740,Rabep2,Rftn1,Ptbp3,,,,,
Pigq,Zfp770,Rabgef1,Rfx3,Ptcd3,,,,,
Pigs,Zfp786,Rabggta,Rfx7,Ptch1,,,,,
Pik3ap1,Zfp800,Rabl6,Rgcc,Ptchd4,,,,,
Pik3c2b,Zfp809,Rac1,Rgmb,Ptdss2,,,,,
Pik3cd,Zfp827,Rac2,Rgs1,Ptger1,,,,,
Pik3cg,Zfp839,Rac3,Rgs12,Ptger3,,,,,
Pik3r3,Zfp869,Racgap1,Rgs17,Ptger4,,,,,
Pim1,Zfp9,Rad1,Rgs19,Ptges,,,,,
Pim2,Zfp949,Rad23a,Rgs2,Ptges3,,,,,
Pink1,Zfp956,Rad51b,Rgs4,Ptgfrn,,,,,
Pip4k2a,Zfpm1,Rad51d,Rgs7,Ptgs2,,,,,
Pip4k2c,Zfpm2,Rae1,Rgs9bp,Ptk2,,,,,
Pip5k1a,Zfyve16,Raf1,Rhbdf1,Ptk2b,,,,,
Pip5k1b,Zfyve27,Rai14,Rhbdf2,Ptma,,,,,
Pip5k1c,Zgpat,Ralgapa2,Rhebl1,Ptn,,,,,
Pisd,Zhx1,Ralgds,Rhoa,Ptp4a1,,,,,
Pithd1,Zhx2,Ralgps1,Rhobtb3,Ptp4a3,,,,,
Pitpna,Zic1,Ralgps2,Rhoc,Ptpn12,,,,,
Pitpnc1,Zic5,Ran,Rhod,Ptpn13,,,,,
Pitrm1,Zkscan8,Ranbp10,Rhof,Ptpn21,,,,,
Pitx2,Zmat3,Rangap1,Rhog,Ptpn23,,,,,
Pitx3,Zmiz1,Rangrf,Rhov,Ptpn3,,,,,
Pkd1,Zmiz2,Rap1b,Ric8,Ptpn4,,,,,
Pkd2,Zmpste24,Rap1gap2,Ric8b,Ptpn9,,,,,
Pkd2l2,Zmym5,Rap2a,Rictor,Ptpra,,,,,
Pkdcc,Zmym6,Rap2b,Rif1,Ptprd,,,,,
Pkmyt1,Znhit6,Rapgef2,Rimbp3,Ptpre,,,,,
Pkn3,Znrf1,Rapgef3,Rin1,Ptprg,,,,,
Pknox1,Znrf3,Rapgef5,Rin2,Ptprm,,,,,
Pkp2,Zranb2,Raph1,Riok3,Ptprn,,,,,
Pkp4,Zscan25,Rarb,Ripk2,Ptpro,,,,,
Pla2g12a,Zswim6,Rars2,Rit1,Ptprq,,,,,
Pla2g15,Zswim8,Rasa1,Rmdn2,Ptprs,,,,,
Pla2g16,Zwilch,Rasa3,Rmdn3,Ptpru,,,,,
Pla2g4a,Zwint,Rasal1,Rmi1,Ptrf,,,,,
Plau,Zxdc,Rasal2,Rmi2,Ptrh1,,,,,
Plaur,,Rasd2,Rmnd5b,Ptrh2,,,,,
Plbd2,,Rasef,Rnaseh2b,Pttg1ip,,,,,
Plcb1,,Rasgef1b,Rnaseh2c,Ptx3,,,,,
Plcb3,,Rasgrf2,Rnd3,Pura,,,,,
Plcd1,,Rasgrp3,Rnf103,Pus1,,,,,
Plce1,,Rasip1,Rnf111,Pus3,,,,,
Plcg2,,Rasl10a,Rnf121,Pus7,,,,,
Plch1,,Rasl11b,Rnf123,Pus7l,,,,,
Plcl1,,Rassf1,Rnf125,Pvrl1,,,,,
Plcl2,,Rassf4,Rnf128,Pvrl3,,,,,
Plcxd2,,Rassf5,Rnf13,Pwp1,,,,,
Pld2,,Rassf6,Rnf130,Pwp2,,,,,
Pld4,,Raver2,Rnf14,Pwwp2b,,,,,
Pld6,,Rb1cc1,Rnf144a,Pxdc1,,,,,
Plec,,Rbak,Rnf146,Pxdn,,,,,
Plek2,,Rbbp7,Rnf149,Pxk,,,,,
Plekha2,,Rbbp8,Rnf150,Pxmp2,,,,,
Plekha7,,Rbck1,Rnf157,Pxn,,,,,
Plekha8,,Rbfa,Rnf187,Pycr2,,,,,
Plekhb2,,Rbfox2,Rnf19a,Pygo2,,,,,
Plekhf1,,Rbm17,Rnf19b,Qdpr,,,,,
Plekhf2,,Rbm20,Rnf217,Qk,,,,,
Plekhg3,,Rbm38,Rnf24,Qrich1,,,,,
Plekhh1,,Rbm45,Rnf31,Qrsl1,,,,,
Plekhm1,,Rbms1,Rnf39,Qtrt1,,,,,
Plekhm3,,Rbms2,Rnf41,Rab1,,,,,
Plekho2,,Rbpj,Rnf6,Rab10,,,,,
Plgrkt,,Rc3h2,Rnh1,Rab11fip1,,,,,
Plin2,,Rcan1,Rnls,Rab11fip2,,,,,
Plk1,,Rcan2,Robo1,Rab11fip3,,,,,
Plk2,,Rcbtb1,Robo2,Rab11fip4,,,,,
Plk3,,Rcbtb2,Rock2,Rab11fip5,,,,,
Plk4,,Rcc2,Rogdi,Rab22a,,,,,
Pllp,,Rccd1,Ror2,Rab27a,,,,,
Plod1,,Rcl1,Rp9,Rab28,,,,,
Plod3,,Rcn1,Rpa2,Rab30,,,,,
Pls1,,Rcn3,Rpap1,Rab31,,,,,
Pls3,,Rcor1,Rpap2,Rab32,,,,,
Plscr3,,Rcor2,Rpap3,Rab34,,,,,
Plvap,,Rcor3,Rpf2,Rab35,,,,,
Plxdc1,,Rdh14,Rph3al,Rab3a,,,,,
Plxdc2,,Rdm1,Rpia,Rab3c,,,,,
Plxna1,,Recql4,Rpl10a,Rab3il1,,,,,
Plxna4,,Reep1,Rpl11,Rab40c,,,,,
Plxnb1,,Reep3,Rpl13,Rab43,,,,,
Plxnd1,,Reep4,Rpl14,Rab5a,,,,,
Pmepa1,,Reep5,Rpl17,Rab6a,,,,,
Pmf1,,Reep6,Rpl18a,Rab7,,,,,
Pmm1,,Rela,Rpl19,Rab8a,,,,,
Pmp22,,Reln,Rpl21,Rab8b,,,,,
Pms1,,Reps2,Rpl22,Rabep2,,,,,
Pms2,,Rer1,Rpl23,Rabgef1,,,,,
Pnma1,,Rev1,Rpl23a,Rabggta,,,,,
Pnma2,,Rfc4,Rpl24,Rabggtb,,,,,
Pnpla3,,Rfc5,Rpl27,Rabl6,,,,,
Pnpla6,,Rfng,Rpl27a,Rac1,,,,,
Pnpla7,,Rftn1,Rpl28,Rac3,,,,,
Pnpo,,Rfx7,Rpl29,Rad1,,,,,
Poc1b,,Rgcc,Rpl3,Rad17,,,,,
Poc5,,Rgl1,Rpl32,Rad51b,,,,,
Podxl,,Rgmb,Rpl35,Rad51d,,,,,
Pofut2,,Rgs1,Rpl35a,Rad54l2,,,,,
Pogk,,Rgs11,Rpl36,Rae1,,,,,
Pogz,,Rgs12,Rpl36a,Raet1d,,,,,
Pola1,,Rgs17,Rpl36al,Raf1,,,,,
Polb,,Rgs2,Rpl37,Rai14,,,,,
Pold1,,Rgs7,Rpl37a,Rala,,,,,
Pold2,,Rgs8,Rpl38,Ralbp1,,,,,
Pold3,,Rhbdf1,Rpl4,Ralgapa2,,,,,
Poldip2,,Rhbdf2,Rpl41,Ralgapb,,,,,
Pole,,Rhebl1,Rpl5,Ramp2,,,,,
Pole2,,Rhoa,Rpl6,Ramp3,,,,,
Polg2,,Rhobtb2,Rpl7,Ranbp10,,,,,
Poli,,Rhoc,Rpl7a,Ranbp17,,,,,
Polk,,Rhog,Rpl8,Rangap1,,,,,
Poll,,Rhoh,Rpl9,Rangrf,,,,,
Polq,,Rhou,Rplp0,Rap1b,,,,,
Polr1b,,Rhpn1,Rplp1,Rap1gap2,,,,,
Polr1c,,Rhpn2,Rplp2,Rap1gds1,,,,,
Polr1e,,Ric8,Rpp14,Rap2a,,,,,
Polr2b,,Ric8b,Rpp25,Rapgef2,,,,,
Polr2e,,Rictor,Rpp38,Rapgef3,,,,,
Polr2g,,Rilp,Rpp40,Rapgef5,,,,,
Polr3a,,Rimbp3,Rprd1a,Raph1,,,,,
Polr3b,,Rin1,Rps10,Rara,,,,,
Polr3e,,Rin2,Rps11,Rarg,,,,,
Polr3g,,Riok1,Rps12,Rars2,,,,,
Polr3gl,,Riok3,Rps13,Rasa1,,,,,
Polr3h,,Ripk1,Rps14,Rasa3,,,,,
Pom121l2,,Ripk2,Rps15,Rasal1,,,,,
Pomgnt1,,Rit1,Rps15a,Rasal2,,,,,
Pomt1,,Rmdn2,Rps16,Rasd2,,,,,
Pon2,,Rmi1,Rps17,Rasef,,,,,
Pop5,,Rmi2,Rps18,Rasgrf2,,,,,
Popdc3,,Rmnd5b,Rps19,Rasgrp3,,,,,
Por,,Rnaseh2b,Rps2,Rasip1,,,,,
Pot1a,,Rnaseh2c,Rps20,Rasl10a,,,,,
Pot1b,,Rnd3,Rps23,Rasl10b,,,,,
Pou2f1,,Rnf103,Rps24,Rasl11b,,,,,
Pou2f2,,Rnf11,Rps25,Rassf1,,,,,
Pou3f1,,Rnf111,Rps26,Rassf2,,,,,
Pou4f1,,Rnf121,Rps27a,Rassf3,,,,,
Pou6f1,,Rnf125,Rps27l,Rassf5,,,,,
Ppa2,,Rnf128,Rps28,Rassf6,,,,,
Ppap2a,,Rnf13,Rps29,Rb1cc1,,,,,
Ppap2b,,Rnf130,Rps3,Rbbp7,,,,,
Ppap2c,,Rnf14,Rps3a1,Rbbp8,,,,,
Ppapdc1b,,Rnf144a,Rps6,Rbck1,,,,,
Pparg,,Rnf144b,Rps6ka1,Rbfa,,,,,
Ppargc1b,,Rnf149,Rps6ka4,Rbfox2,,,,,
Ppbp,,Rnf150,Rps6kc1,Rbm15b,,,,,
Ppcdc,,Rnf167,Rps6kl1,Rbm17,,,,,
Ppfia1,,Rnf185,Rps7,Rbm26,,,,,
Ppfibp1,,Rnf187,Rps8,Rbm28,,,,,
Ppfibp2,,Rnf19b,Rps9,Rbm38,,,,,
Ppib,,Rnf20,Rpsa,Rbm48,,,,,
Ppid,,Rnf214,Rpusd2,Rbms1,,,,,
Ppie,,Rnf217,Rragb,Rbms2,,,,,
Ppif,,Rnf24,Rragc,Rbp1,,,,,
Ppih,,Rnf41,Rragd,Rbp7,,,,,
Ppip5k2,,Rnf6,Rras2,Rbpj,,,,,
Ppm1d,,Rnh1,Rrbp1,Rcan1,,,,,
Ppm1g,,Rnls,Rrm2,Rcan3,,,,,
Ppm1h,,Rnmtl1,Rrn3,Rcbtb1,,,,,
Ppm1j,,Robo1,Rrp15,Rcbtb2,,,,,
Ppm1k,,Robo2,Rrp1b,Rcc2,,,,,
Ppm1l,,Rock2,Rrp9,Rccd1,,,,,
Ppme1,,Rogdi,Rrs1,Rcl1,,,,,
Ppp1r11,,Ror1,Rsad1,Rcn1,,,,,
Ppp1r12a,,Rora,Rsl1d1,Rcn2,,,,,
Ppp1r12b,,Rp9,Rsl24d1,Rcn3,,,,,
Ppp1r12c,,Rpap1,Rspo2,Rcor1,,,,,
Ppp1r13b,,Rpap2,Rspo3,Rcor2,,,,,
Ppp1r13l,,Rpap3,Rsu1,Rcor3,,,,,
Ppp1r14a,,Rpf2,Rtel1,Rdm1,,,,,
Ppp1r15a,,Rpia,Rtkn,Reep3,,,,,
Ppp1r18,,Rpl10a,Rtkn2,Reep4,,,,,
Ppp1r21,,Rpl11,Rtn1,Reep5,,,,,
Ppp1r35,,Rpl13,Rtn4,Reep6,,,,,
Ppp1r3f,,Rpl14,Rtn4ip1,Rela,,,,,
Ppp1r7,,Rpl17,Rufy1,Relb,,,,,
Ppp1r8,,Rpl18a,Rufy2,Rell1,,,,,
Ppp1r9a,,Rpl19,Rufy3,Reln,,,,,
Ppp2r2d,,Rpl21,Rundc1,Relt,,,,,
Ppp2r3a,,Rpl22,Rundc3b,Rer1,,,,,
Ppp2r5a,,Rpl23a,Runx1,Rere,,,,,
Ppp2r5b,,Rpl24,Runx1t1,Rerg,,,,,
Ppp2r5d,,Rpl27,Runx2,Rev1,,,,,
Ppp3cc,,Rpl27a,Rusc2,Rfc5,,,,,
Ppp6r3,,Rpl28,Ruvbl1,Rftn1,,,,,
Prc1,,Rpl29,Ruvbl2,Rfx3,,,,,
Prdm1,,Rpl3,Rwdd1,Rfx7,,,,,
Prdx2,,Rpl31,Rxra,Rgcc,,,,,
Prdx3,,Rpl32,Rxrb,Rgl1,,,,,
Prelid2,,Rpl35,Ryk,Rgma,,,,,
Prelp,,Rpl36,Ryr2,Rgmb,,,,,
Prex1,,Rpl36a,Ryr3,Rgs1,,,,,
Prex2,,Rpl37,S100a10,Rgs12,,,,,
Prickle1,,Rpl37a,S1pr1,Rgs19,,,,,
Prima1,,Rpl38,S1pr2,Rgs2,,,,,
Prkaa2,,Rpl4,Saal1,Rgs9bp,,,,,
Prkab2,,Rpl41,Sacs,Rhbdf1,,,,,
Prkacb,,Rpl5,Sall3,Rhbdf2,,,,,
Prkca,,Rpl6,Sall4,Rhebl1,,,,,
Prkcd,,Rpl7a,Samd4,Rhoa,,,,,
Prkce,,Rpl8,Samd8,Rhobtb2,,,,,
Prkch,,Rpl9,Samhd1,Rhobtb3,,,,,
Prkci,,Rplp0,Sapcd2,Rhoc,,,,,
Prkcz,,Rplp1,Sar1a,Rhod,,,,,
Prkd1,,Rpp14,Sardh,Rhog,,,,,
Prkg1,,Rpp25,Sash1,Rhoj,,,,,
Prkx,,Rpp38,Satb2,Rhou,,,,,
Prmt1,,Rpp40,Sc5d,Rhov,,,,,
Prmt3,,Rps10,Scaf1,Rhpn2,,,,,
Prmt7,,Rps12,Scaf11,Ric8,,,,,
Prnp,,Rps13,Scarb1,Ric8b,,,,,
Prodh,,Rps14,Scarb2,Rimbp3,,,,,
Prokr1,,Rps15,Scarf2,Rimkla,,,,,
Prom1,,Rps16,Scd1,Rin1,,,,,
Prorsd1,,Rps17,Scg2,Rin2,,,,,
Prox1,,Rps18,Scn5a,Rin3,,,,,
Prpf19,,Rps19,Scnn1a,Ripk2,,,,,
Prpf4,,Rps2,Sco1,Rit1,,,,,
Prps1,,Rps20,Scrn2,Rmi1,,,,,
Prps2,,Rps21,Scyl1,Rmi2,,,,,
Prpsap2,,Rps23,Sdad1,Rmnd5b,,,,,
Prr15,,Rps24,Sdc2,Rnaseh1,,,,,
Prr16,,Rps26,Sdc3,Rnaseh2b,,,,,
Prr18,,Rps27a,Sdc4,Rnd3,,,,,
Prr5l,,Rps29,Sdccag3,Rnf103,,,,,
Prrc1,,Rps3,Sdccag8,Rnf111,,,,,
Prrg2,,Rps6,Sdha,Rnf121,,,,,
Prrg4,,Rps6ka1,Sdhb,Rnf123,,,,,
Prss12,,Rps6ka3,Sdhc,Rnf125,,,,,
Prss16,,Rps6ka4,Sdhd,Rnf13,,,,,
Prss23,,Rps6ka5,Sdk1,Rnf130,,,,,
Prss27,,Rps6ka6,Sdpr,Rnf135,,,,,
Prss41,,Rps6kl1,Sdr39u1,Rnf14,,,,,
Prtg,,Rps7,Sec11a,Rnf144a,,,,,
Prune,,Rps8,Sec11c,Rnf144b,,,,,
Prx,,Rps9,Sec13,Rnf146,,,,,
Psap,,Rpsa,Sec14l1,Rnf150,,,,,
Psat1,,Rpusd2,Sec14l5,Rnf157,,,,,
Psd3,,Rragb,Sec16a,Rnf169,,,,,
Psd4,,Rragc,Sec22b,Rnf187,,,,,
Psip1,,Rragd,Sec23ip,Rnf19b,,,,,
Psma1,,Rras2,Sec24a,Rnf217,,,,,
Psmc3ip,,Rrbp1,Sec24b,Rnf24,,,,,
Psmd8,,Rrm2,Sec24d,Rnf41,,,,,
Psme1,,Rrn3,Sec31a,Rnf6,,,,,
Psmg1,,Rrp1,Sec61a1,Rnh1,,,,,
Psmg2,,Rrp1b,Sec61a2,Rnls,,,,,
Psmg3,,Rsad1,Sec63,Robo1,,,,,
Psmg4,,Rsl1d1,Secisbp2l,Robo2,,,,,
Pspc1,,Rsl24d1,Sel1l,Rogdi,,,,,
Psph,,Rspo2,Selk,Ror1,,,,,
Psrc1,,Rspo3,Selm,Ror2,,,,,
Pstpip1,,Rsu1,Sema3a,Rpa2,,,,,
Pstpip2,,Rtel1,Sema3c,Rpap2,,,,,
Ptcd2,,Rtfdc1,Sema3d,Rpap3,,,,,
Ptcd3,,Rtkn,Sema3e,Rpe,,,,,
Ptch1,,Rtkn2,Sema4a,Rpf2,,,,,
Ptchd4,,Rtl1,Sema4c,Rpgrip1,,,,,
Ptger1,,Rtn1,Sema4g,Rpia,,,,,
Ptger4,,Rtn2,Sema5a,Rpl10a,,,,,
Ptges,,Rtn4,Sema5b,Rpl11,,,,,
Ptges3,,Rtn4rl2,Sema6a,Rpl14,,,,,
Ptgfrn,,Rufy1,Sema6b,Rpl18a,,,,,
Ptgs1,,Rufy2,Sema6d,Rpl19,,,,,
Ptgs2,,Rufy3,Senp1,Rpl21,,,,,
Pth1r,,Rundc1,Sep-15,Rpl22,,,,,
Ptk2b,,Rundc3b,Sephs1,Rpl23,,,,,
Ptma,,Runx1,Sephs2,Rpl23a,,,,,
Ptp4a3,,Runx1t1,Sepp1,Rpl24,,,,,
Ptpdc1,,Rusc2,Sep-10,Rpl27,,,,,
Ptpn1,,Ruvbl1,Sep-11,Rpl27a,,,,,
Ptpn11,,Ruvbl2,Sep-02,Rpl28,,,,,
Ptpn13,,Rwdd1,Sep-05,Rpl3,,,,,
Ptpn18,,Ryk,Sep-06,Rpl32,,,,,
Ptpn21,,Ryr2,Sep-07,Rpl35,,,,,
Ptpn22,,Ryr3,Sep-08,Rpl35a,,,,,
Ptpn23,,S100a11,Serbp1,Rpl36,,,,,
Ptpn3,,S100a6,Serinc1,Rpl36a,,,,,
Ptpn4,,S1pr1,Serinc2,Rpl36al,,,,,
Ptpn9,,S1pr2,Serpina3n,Rpl37,,,,,
Ptpra,,S1pr3,Serpina9,Rpl37a,,,,,
Ptprd,,Saal1,Serpinb2,Rpl38,,,,,
Ptpre,,Sacs,Serpinb8,Rpl4,,,,,
Ptprk,,Samd4,Serpinb9b,Rpl41,,,,,
Ptprm,,Samd9l,Serpinh1,Rpl5,,,,,
Ptprn,,Samhd1,Sertad2,Rpl6,,,,,
Ptprn2,,Sap30l,Sertad4,Rpl7,,,,,
Ptpro,,Sapcd2,Sestd1,Rpl7a,,,,,
Ptprq,,Sar1a,Set,Rpl7l1,,,,,
Ptpru,,Sardh,Setbp1,Rpl8,,,,,
Ptprz1,,Sarm1,Setd2,Rpl9,,,,,
Ptrh1,,Sash1,Setd6,Rplp0,,,,,
Pttg1ip,,Sbno2,Setd7,Rplp1,,,,,
Ptx3,,Sc5d,Setd8,Rplp2,,,,,
Pura,,Scaf8,Setdb1,Rpp14,,,,,
Pvr,,Scamp5,Sf3b5,Rpp25,,,,,
Pvrl1,,Scap,Sfmbt1,Rpp38,,,,,
Pvrl2,,Scarb1,Sfmbt2,Rpp40,,,,,
Pvrl3,,Scarb2,Sfr1,Rps10,,,,,
Pwwp2a,,Scarf2,Sfxn1,Rps11,,,,,
Pwwp2b,,Scel,Sfxn2,Rps12,,,,,
Pxdc1,,Scly,Sfxn3,Rps13,,,,,
Pxdn,,Scmh1,Sgcb,Rps14,,,,,
Pxk,,Scn3b,Sgcd,Rps15,,,,,
Pxn,,Scn5a,Sgk3,Rps15a,,,,,
Pycr2,,Scoc,Sgms1,Rps16,,,,,
Pygo2,,Scrn2,Sgms2,Rps17,,,,,
Qdpr,,Scube3,Sgol1,Rps18,,,,,
Qk,,Scx,Sgpl1,Rps19,,,,,
Qpctl,,Sdad1,Sgpp2,Rps2,,,,,
Qser1,,Sdc1,Sgsh,Rps23,,,,,
Qsox1,,Sdc2,Sgsm1,Rps24,,,,,
Qsox2,,Sdc3,Sgsm2,Rps25,,,,,
Rab10,,Sdc4,Sh2b2,Rps26,,,,,
Rab11a,,Sdcbp,Sh2b3,Rps27a,,,,,
Rab11b,,Sdcbp2,Sh3bgrl3,Rps27l,,,,,
Rab11fip3,,Sdccag8,Sh3bp1,Rps28,,,,,
Rab11fip4,,Sdhb,Sh3bp2,Rps29,,,,,
Rab15,,Sdhc,Sh3bp4,Rps3,,,,,
Rab20,,Sdhd,Sh3d19,Rps3a1,,,,,
Rab21,,Sdk1,Sh3gl1,Rps6,,,,,
Rab22a,,Sdk2,Sh3gl2,Rps6ka1,,,,,
Rab23,,Sdpr,Sh3glb1,Rps6ka4,,,,,
Rab24,,Sec11a,Sh3pxd2a,Rps6ka5,,,,,
Rab27b,,Sec11c,Sh3pxd2b,Rps6kc1,,,,,
Rab30,,Sec13,Sh3rf1,Rps6kl1,,,,,
Rab31,,Sec14l1,Sh3rf2,Rps7,,,,,
Rab32,,Sec14l5,Shank3,Rps8,,,,,
Rab33b,,Sec16a,Shb,Rps9,,,,,
Rab34,,Sec24d,Shcbp1,Rpusd2,,,,,
Rab39,,Sec31a,Shisa3,Rraga,,,,,
Rab3gap1,,Sec61a1,Shmt1,Rragb,,,,,
Rab3il1,,Sec61a2,Shmt2,Rragc,,,,,
Rab43,,Sec62,Shq1,Rragd,,,,,
Rab4a,,Sec63,Shroom3,Rras2,,,,,
Rab5a,,Secisbp2l,Siglecg,Rrbp1,,,,,
Rab5b,,Sel1l,Sik1,Rreb1,,,,,
Rab5c,,Selk,Sik2,Rrm1,,,,,
Rab6a,,Selplg,Sik3,Rrm2,,,,,
Rab7,,Sema3a,Sin3a,Rrm2b,,,,,
Rab8a,,Sema3b,Sipa1l2,Rrn3,,,,,
Rabac1,,Sema3c,Sipa1l3,Rrp12,,,,,
Rabepk,,Sema3d,Sirt5,Rrp15,,,,,
Rabgap1,,Sema3e,Siva1,Rrp1b,,,,,
Rabgap1l,,Sema4a,Six1,Rrp9,,,,,
Rabl6,,Sema4c,Skap2,Rrs1,,,,,
Rac1,,Sema4d,Ski,Rsad1,,,,,
Rac2,,Sema4g,Skil,Rsl1d1,,,,,
Racgap1,,Sema5a,Skiv2l2,Rsl24d1,,,,,
Rad1,,Sema5b,Sla,Rspo2,,,,,
Rad18,,Sema6a,Slc10a7,Rspo3,,,,,
Rad21,,Sema6d,Slc11a2,Rtel1,,,,,
Rad23a,,Sep-15,Slc12a3,Rtkn,,,,,
Rad50,,Sephs1,Slc12a6,Rtkn2,,,,,
Rad51,,Sepn1,Slc12a7,Rtn1,,,,,
Rad51ap1,,Sepp1,Slc13a4,Rtn4,,,,,
Rad51b,,Sep-10,Slc14a1,Rtn4ip1,,,,,
Rad51c,,Sep-11,Slc15a4,Rufy1,,,,,
Rad51d,,Sep-02,Slc16a1,Rufy3,,,,,
Rad54b,,Sep-03,Slc16a7,Rundc3b,,,,,
Rad54l,,Sep-05,Slc17a7,Runx1,,,,,
Radil,,Sep-06,Slc19a1,Runx1t1,,,,,
Rae1,,Sep-07,Slc1a5,Runx2,,,,,
Raet1d,,Sep-08,Slc1a6,Rusc2,,,,,
Raf1,,Sepw1,Slc20a1,Ruvbl1,,,,,
Rai14,,Serbp1,Slc22a17,Ruvbl2,,,,,
Rai2,,Serinc1,Slc22a23,Rwdd1,,,,,
Rala,,Serinc2,Slc24a3,Rwdd3,,,,,
Ralb,,Serpina3n,Slc25a12,Rwdd4a,,,,,
Ralgapa1,,Serpina9,Slc25a13,Rxra,,,,,
Ralgapa2,,Serpinb1c,Slc25a15,Ryk,,,,,
Ralgapb,,Serpinb2,Slc25a24,Ryr3,,,,,
Ralgds,,Serpinb6b,Slc25a25,S1pr1,,,,,
Ralgps2,,Serpinb8,Slc25a26,S1pr2,,,,,
Ramp2,,Serpinb9b,Slc25a27,Saal1,,,,,
Ramp3,,Serpine2,Slc25a3,Sacs,,,,,
Ran,,Serpinh1,Slc25a33,Sall4,,,,,
Ranbp10,,Sertad1,Slc25a39,Samd4,,,,,
Ranbp17,,Sertad2,Slc25a4,Samhd1,,,,,
Rangap1,,Sertad4,Slc25a42,Sapcd2,,,,,
Rangrf,,Sestd1,Slc25a48,Sar1a,,,,,
Rap1b,,Set,Slc25a5,Sardh,,,,,
Rap1gap2,,Setbp1,Slc25a51,Sart1,,,,,
Rap1gds1,,Setd2,Slc26a2,Sash1,,,,,
Rap2a,,Setd6,Slc27a1,Sbf2,,,,,
Rap2b,,Setd7,Slc27a6,Sbk1,,,,,
Rapgef3,,Setd8,Slc28a3,Sbno1,,,,,
Rapgef5,,Setdb1,Slc29a1,Sc5d,,,,,
Rapgefl1,,Sez6l,Slc29a4,Scaf1,,,,,
Raph1,,Sf3b5,Slc2a1,Scaf8,,,,,
Rara,,Sfmbt1,Slc2a13,Scamp4,,,,,
Rarb,,Sfmbt2,Slc2a3,Scara3,,,,,
Rars,,Sfxn1,Slc2a4,Scarb1,,,,,
Rasa1,,Sfxn2,Slc2a5,Scarb2,,,,,
Rasa3,,Sfxn3,Slc30a3,Scarf2,,,,,
Rasa4,,Sgcd,Slc30a7,Scn5a,,,,,
Rasal2,,Sgce,Slc31a2,Scnn1a,,,,,
Rasd2,,Sgip1,Slc35a5,Sco1,,,,,
Rasef,,Sgk2,Slc35b4,Scrn2,,,,,
Rasgef1b,,Sgk3,Slc35e1,Scx,,,,,
Rasgrf2,,Sgms2,Slc35e2,Scyl1,,,,,
Rasl10b,,Sgol1,Slc35e4,Sdad1,,,,,
Rasl11b,,Sgpl1,Slc35f1,Sdc1,,,,,
Rasl12,,Sgsm1,Slc35f2,Sdc2,,,,,
Rassf1,,Sgsm2,Slc35f5,Sdc3,,,,,
Rassf2,,Sh2b2,Slc35f6,Sdc4,,,,,
Rassf3,,Sh2d4a,Slc35g1,Sdccag8,,,,,
Rassf5,,Sh3bgrl3,Slc37a4,Sde2,,,,,
Rassf8,,Sh3bp2,Slc38a1,Sdf2l1,,,,,
Raver2,,Sh3bp4,Slc38a10,Sdha,,,,,
Rb1,,Sh3gl1,Slc38a2,Sdhb,,,,,
Rb1cc1,,Sh3glb1,Slc38a7,Sdhc,,,,,
Rbbp7,,Sh3pxd2b,Slc39a10,Sdhd,,,,,
Rbck1,,Sh3rf1,Slc39a11,Sdk1,,,,,
Rbm10,,Sh3rf2,Slc39a13,Sdpr,,,,,
Rbm12,,Sh3tc1,Slc39a2,Sdr39u1,,,,,
Rbm17,,Sh3tc2,Slc39a3,Sec11a,,,,,
Rbm18,,Shank2,Slc39a6,Sec11c,,,,,
Rbm20,,Shank3,Slc39a8,Sec13,,,,,
Rbm27,,Shc2,Slc39a9,Sec14l1,,,,,
Rbm3,,Shcbp1,Slc41a1,Sec14l5,,,,,
Rbm38,,Shisa3,Slc43a1,Sec16a,,,,,
Rbm8a,,Shisa4,Slc47a1,Sec24b,,,,,
Rbms1,,Shisa9,Slc48a1,Sec24d,,,,,
Rbms2,,Shmt1,Slc4a11,Sec31a,,,,,
Rbmxl1,,Shmt2,Slc4a2,Sec61a1,,,,,
Rbp7,,Shq1,Slc4a4,Sec61a2,,,,,
